Married,Age,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HistoryOfOverduePayments,h_c,s
1,0,2,1800,1890,5,5,0,0,0,1,1,1,0,0.19711798275862377
1,0,1,500,40,0,0,0,410,40,0,0,0,0,0.12708874108274
0,1,2,760,50,0,0,4,750,50,0,0,0,0,0.12654157172933828
0,1,3,1020,310,0,3,0,760,310,0,0,0,1,0.09805255820561252
0,1,0,1490,1440,1,0,3,1290,220,0,0,0,0,0.10499969015721425
1,0,2,910,50,0,6,0,790,50,0,0,0,0,0.1314233193702165
1,0,2,3470,1710,0,0,0,2060,310,0,0,0,0,0.09357470904658002
0,0,2,10560,430,0,0,5,10210,430,1,2,1,1,0.32333811812758984
1,0,1,280,210,1,0,2,220,40,0,0,0,1,0.12894339037149224
1,0,1,390,90,0,0,0,250,90,1,8,1,1,0.500925237448732
0,0,1,230,40,0,2,0,110,40,1,2,1,0,0.3343042612497087
0,0,3,3920,3920,5,5,0,150,410,0,0,0,0,0.04279507562503763
0,0,2,1560,70,0,6,0,1560,70,0,0,0,0,0.12635046076102793
1,0,1,1250,1470,1,4,1,0,1470,1,1,1,0,0.1934448155094256
1,0,2,210,60,0,0,0,130,50,0,0,0,1,0.12629872102792497
0,1,2,130,130,1,6,0,20,130,0,0,0,0,0.10245046922282847
1,0,2,3110,210,0,0,0,3110,110,1,2,1,0,0.3339312709909599
1,0,2,140,140,4,6,0,50,140,0,0,0,0,0.09786757977608232
1,0,3,3160,150,1,4,0,3120,150,0,0,0,0,0.11590907570043688
0,0,2,3060,270,1,4,0,3030,160,0,0,0,0,0.11119106044592257
0,0,3,3020,120,0,0,0,2810,100,0,0,0,0,0.1136496340318007
1,0,2,10,10,1,6,0,0,0,1,1,1,0,0.3176396307622837
1,0,3,10,10,0,6,0,10,10,0,0,0,0,0.13511616075314983
0,0,1,5660,340,0,0,6,5110,340,1,8,1,0,0.507652837283939
0,0,2,2740,130,0,0,3,2630,130,0,0,0,0,0.12976149319778255
0,0,3,5640,0,0,5,1,5640,0,0,0,0,0,0.12845008982391148
0,0,3,4580,550,0,0,0,3920,210,1,12,1,0,0.5573020357807503
0,0,3,530,640,3,6,0,390,530,0,0,0,0,0.08750155977295414
0,0,3,290,30,0,0,4,210,30,0,0,0,1,0.14082915495937876
0,0,3,630,310,1,6,0,70,220,0,0,0,0,0.10408767722598682
0,0,2,360,580,3,6,0,300,200,0,0,0,0,0.09837590954274607
0,0,3,40,70,3,6,0,10,10,0,0,0,1,0.10433916075904728
0,0,2,280,90,0,6,0,280,30,1,3,1,0,0.37213174920162034
0,0,1,1860,150,0,4,0,1840,130,0,0,0,0,0.12230031158560148
1,0,2,230,230,2,6,0,100,40,0,0,0,1,0.11508819188464728
0,0,3,3980,460,0,0,0,3240,340,1,2,1,0,0.2783498781583633
1,0,2,370,230,0,6,0,220,40,0,0,0,0,0.13155818083989512
0,0,3,6120,610,0,1,5,5890,200,0,0,0,0,0.13196511316223708
1,0,3,140,110,2,6,0,140,40,0,0,0,0,0.11661567893770383
1,0,2,7460,340,0,0,5,7170,310,0,0,0,0,0.1316404181692748
0,0,3,1010,90,0,0,0,1000,60,0,0,0,0,0.1199471154074186
0,0,1,0,20,1,6,0,0,0,1,1,1,1,0.3083017874644228
0,0,2,2210,310,0,0,6,2160,90,1,7,1,1,0.5245042984534558
1,0,3,9830,410,0,0,3,9440,380,0,0,0,0,0.11486345778957334
1,0,2,4200,3050,1,0,3,4200,160,0,0,0,0,0.12381124127356744
0,0,3,13570,9160,1,0,3,5870,1220,0,0,0,0,0.023697114151277603
0,0,2,1980,2470,3,2,1,1640,1010,1,2,1,0,0.21923895286466713
1,0,3,1980,1530,0,6,0,1470,610,1,4,1,0,0.3408264323596748
1,0,2,0,0,0,6,0,0,0,0,0,0,0,0.13640918377568756
0,0,1,1330,50,0,0,6,1240,50,1,2,1,1,0.390463744868082
0,0,3,2830,2540,1,4,0,2830,630,0,0,0,0,0.09528183798734254
0,0,3,1770,150,0,2,0,1680,90,0,0,0,0,0.11891138411640641
1,0,2,5080,5450,1,4,0,2890,80,0,0,0,0,0.08277599363740096
0,0,1,40,60,4,6,0,40,0,0,0,0,0,0.09930506529752711
0,0,2,1090,60,3,3,0,1020,50,0,0,0,1,0.0998778823293511
1,0,1,620,60,0,0,6,540,60,1,2,1,1,0.4039950783920132
0,0,1,9840,920,0,0,0,9840,460,0,0,0,0,0.10137301214379066
1,0,2,1140,750,0,5,0,1140,750,0,0,0,0,0.10782877643737772
0,0,1,1520,50,0,4,2,1520,50,1,2,1,0,0.3603245568876804
1,0,3,130,140,3,6,0,90,130,0,0,0,0,0.10536180751953454
1,0,3,3920,340,0,0,6,3650,340,1,4,1,0,0.41901632130101035
0,1,3,270,40,0,0,2,240,40,1,2,1,0,0.32057664193145197
0,0,2,1910,120,0,0,0,1830,120,0,0,0,0,0.1167795197667324
0,0,2,4010,2520,0,0,4,3980,140,0,0,0,1,0.13256179059287998
1,0,3,2660,2660,2,6,0,160,2660,0,0,0,0,0.03506696277659708
1,0,2,3570,3510,1,2,0,2350,150,0,0,0,0,0.09418380279513132
1,0,2,4460,370,0,0,6,4210,200,1,2,1,0,0.3771063189308711
1,0,3,830,840,3,6,0,340,210,0,0,0,0,0.09549128982224583
1,0,1,1560,80,0,0,3,1560,60,0,0,0,0,0.1427286046747191
0,0,3,4080,3520,1,0,2,2590,820,0,0,0,0,0.07464792142714101
0,0,3,790,60,0,0,4,730,40,1,11,1,1,0.6181709510857255
1,0,2,2990,260,0,0,5,2620,260,1,12,1,1,0.6365645498631953
0,0,2,2390,90,0,0,0,2280,0,1,4,1,0,0.37948271696161423
0,0,3,490,130,3,6,0,490,20,0,0,0,0,0.1041079088380893
0,0,1,70,0,0,6,0,70,0,1,32,1,1,0.9417863416033783
0,0,3,1700,2260,3,4,0,1010,370,0,0,0,0,0.08145652640139488
1,0,2,740,90,0,0,1,570,50,2,4,1,1,0.5432003779089629
1,0,2,590,60,0,0,0,520,30,1,12,1,1,0.6174588835676829
0,0,3,0,0,0,6,0,0,0,1,1,1,0,0.32197243774180423
1,0,2,420,60,0,6,0,350,0,1,11,1,0,0.6068223459688612
0,1,2,680,140,0,0,6,560,90,1,15,1,1,0.7058163467366526
0,0,2,910,910,2,6,0,350,20,0,0,0,0,0.10285788569579221
0,0,1,5840,310,0,0,0,5770,310,0,0,0,0,0.10831052568636922
0,0,2,4070,180,0,4,2,4000,180,0,0,0,0,0.126709197428309
1,0,2,1640,2530,1,4,0,1600,130,0,0,0,0,0.1165442711409747
1,0,2,1860,3530,3,6,0,30,390,0,0,0,0,0.07281547374977726
0,0,3,770,670,1,2,2,0,0,2,3,1,0,0.4751034646575249
0,0,2,620,60,0,0,6,590,40,1,2,1,1,0.39302151168329824
1,0,3,1670,50,0,4,0,1670,50,0,0,0,0,0.12988463405312067
0,0,2,8440,1220,0,0,2,7390,1220,0,0,0,0,0.07547266069719132
0,0,2,5850,450,0,0,6,5790,450,1,2,1,1,0.3505491500034353
0,0,3,1230,110,0,0,6,1190,110,2,4,1,1,0.583007919859551
0,0,2,1620,70,0,0,6,1620,0,1,12,1,0,0.6700962725604378
1,0,2,4380,240,0,0,0,4340,240,0,0,0,0,0.11675363936452018
1,0,2,11460,520,0,0,6,11160,430,0,0,0,0,0.12841732958737848
1,0,3,1600,230,0,0,0,1330,230,1,2,1,0,0.31681268580686983
0,0,3,4200,180,0,0,0,3970,180,0,0,0,0,0.10978971935866179
0,1,3,30,230,3,6,0,0,0,0,0,0,0,0.0928020023657149
0,1,2,580,60,0,0,5,470,60,0,0,0,0,0.129560399597146
0,1,3,4760,620,1,2,2,4620,320,0,0,0,0,0.09680947245620186
0,0,3,160,160,3,6,0,30,30,0,0,0,0,0.10210014379052271
1,0,2,5300,1240,0,0,2,5300,310,0,0,0,0,0.12287586863680533
0,0,3,1890,1890,4,6,0,490,560,0,0,0,0,0.06564314471734858
0,0,2,2140,200,0,0,0,1820,90,1,2,1,0,0.31428491363882904
1,0,2,2630,120,0,0,5,2530,120,0,0,0,0,0.14745368382373647
0,0,3,1730,210,0,0,0,1450,50,1,2,1,0,0.31750120964573986
1,0,2,60,20,1,6,0,60,20,0,0,0,0,0.12664245851148445
0,0,2,1310,80,0,0,2,1310,0,1,4,1,1,0.4071836779719075
0,0,3,2420,90,0,0,3,2390,90,0,0,0,0,0.13215125678005465
0,0,3,10,10,0,6,0,10,10,0,0,0,0,0.1290811517764221
0,0,3,930,180,0,4,0,930,180,0,0,0,0,0.12004748497376204
1,0,2,610,610,3,6,0,0,120,1,1,1,1,0.256130914449998
0,0,3,3340,160,0,0,2,3340,160,0,0,0,0,0.12425718914982428
1,0,1,340,340,4,6,0,0,20,2,3,1,0,0.43779868378876713
0,0,2,4620,3000,0,0,3,3720,1090,0,0,0,0,0.0847706131068852
0,0,3,1390,110,0,0,0,1190,60,1,4,1,0,0.37156661179645323
1,0,3,10880,1220,0,0,3,10880,1220,0,0,0,0,0.09393067026401329
1,0,3,210,210,3,6,0,30,210,1,2,1,0,0.28613475709348074
1,0,1,610,50,1,3,3,610,50,1,2,1,1,0.36419835029544984
1,1,2,300,20,0,0,6,300,0,1,14,1,1,0.7040814012374
0,0,3,410,410,2,6,0,360,30,0,0,0,0,0.1103740912225807
1,0,2,290,310,3,6,0,0,310,1,1,1,0,0.2551331314176505
0,1,0,740,520,1,3,1,90,0,1,4,1,0,0.3339728343166108
1,0,2,80,80,2,6,0,40,80,0,0,0,0,0.11548565295701518
1,0,1,1010,90,0,0,0,1010,0,1,18,1,1,0.7656365297539259
0,1,1,160,30,1,6,0,70,30,0,0,0,0,0.10654904385065934
0,0,2,2810,120,0,0,3,2700,110,1,2,1,1,0.3491606675863095
1,0,1,760,190,0,6,0,760,60,0,0,0,0,0.1341424024746778
1,0,1,760,150,0,6,0,760,60,0,0,0,0,0.13418121267029476
0,0,3,3810,310,0,0,6,3440,140,2,4,1,1,0.5623195676318054
1,1,2,870,40,0,0,0,870,0,1,4,1,1,0.3679428839957066
0,0,2,3320,180,0,0,6,3130,170,0,0,0,0,0.14198018987876862
1,0,2,480,230,3,6,0,480,130,0,0,0,0,0.1063575106130922
1,0,3,3680,170,0,0,0,3290,150,0,0,0,0,0.11385256722934509
0,0,2,80,80,2,6,0,0,50,1,1,1,1,0.28409333083556954
1,0,2,250,250,2,6,0,80,250,0,0,0,0,0.10769362943239948
0,0,3,3780,3880,1,5,0,280,60,1,2,1,0,0.20398610644085516
0,0,2,1060,40,0,2,4,560,0,1,3,1,1,0.38754015692251925
0,1,1,1080,1080,2,6,0,0,1080,1,1,1,0,0.17386267013841936
0,0,2,1670,70,0,0,0,1620,70,0,0,0,0,0.11920451464111746
0,0,2,60,100,1,6,0,20,10,1,3,1,0,0.3543925954485876
0,0,2,80,80,0,6,0,80,80,0,0,0,0,0.12727288680857407
1,1,3,720,60,0,0,0,690,60,1,2,1,0,0.3103290936763196
1,0,1,280,50,0,6,0,170,40,0,0,0,0,0.13342460268777645
0,0,3,2070,180,0,0,0,1980,180,0,0,0,0,0.11367926131009225
0,0,2,130,130,2,6,0,60,70,1,2,1,0,0.30648846261820767
1,1,2,1550,1270,1,1,2,1550,80,0,0,0,0,0.11279300456843393
1,0,3,3590,3240,1,1,5,310,3240,0,0,0,0,0.03278686211903126
1,0,2,3830,470,0,0,1,3100,120,1,2,1,0,0.31572271249977685
1,0,3,30,1660,2,6,0,0,0,0,0,0,0,0.11621108577754437
1,0,2,4960,520,0,0,0,4960,240,0,0,0,0,0.11670226284824767
0,0,2,2450,120,0,0,3,2450,120,0,0,0,0,0.13240656045105054
0,0,2,500,110,0,0,0,380,40,1,2,1,1,0.3277729194293244
0,0,2,2960,150,0,0,0,2910,100,0,0,0,0,0.11706489935031661
0,1,2,1560,150,0,0,3,1490,150,1,2,1,0,0.3204633584076288
0,0,3,5750,610,0,0,6,5750,200,0,0,0,0,0.14081167983501108
0,0,3,150,130,2,6,0,0,0,1,1,1,0,0.28335959874204547
0,0,2,2190,290,0,0,0,1680,90,0,0,0,0,0.11045816337733474
0,1,3,620,60,0,0,6,510,50,0,0,0,0,0.13416912483061938
1,0,2,2880,310,0,0,0,2880,110,0,0,0,0,0.12305506530202999
1,0,2,940,290,0,6,0,940,230,0,0,0,0,0.12677964117511517
0,0,2,930,220,0,0,4,730,0,1,11,1,0,0.6171578543988457
1,0,1,5790,310,0,0,2,5660,310,1,2,1,0,0.3317157039793977
0,0,1,610,70,0,0,0,610,0,2,6,1,1,0.5877194588484743
0,0,2,740,710,2,6,0,740,190,0,0,0,0,0.10638509464007699
0,1,2,0,0,0,6,0,0,0,0,0,0,0,0.11608430973975883
0,0,2,3190,2120,1,1,0,1820,60,0,0,0,0,0.09061916238789579
1,0,1,5910,5910,3,4,0,1390,2090,0,0,0,0,0.02688721348030432
1,0,1,610,290,0,0,4,600,0,2,5,1,0,0.6154423290423112
0,0,3,550,600,5,4,1,50,100,0,0,0,0,0.08364473439595536
1,0,2,1940,240,0,1,0,1670,60,0,0,0,0,0.12203482351139273
0,0,3,390,230,2,6,0,390,60,0,0,0,0,0.11036969616141465
0,1,3,3190,260,0,0,6,3050,0,1,9,1,1,0.5480108601314282
1,0,2,2960,110,0,0,2,2930,110,1,2,1,0,0.35358286889809565
0,0,2,1710,170,0,0,0,1500,60,1,6,1,0,0.4265810491148082
1,0,3,100,100,2,6,0,10,10,1,2,1,0,0.31976562576208895
1,0,1,7090,920,0,0,3,6890,320,0,0,0,0,0.12351191252570876
1,0,3,0,0,0,6,0,0,0,0,0,0,0,0.13551401043998992
1,0,3,1530,120,0,0,6,1380,60,1,13,1,0,0.6950487455751642
0,0,1,510,50,0,0,0,430,50,0,0,0,0,0.12117030722335428
1,0,2,540,540,1,5,0,0,0,1,1,1,1,0.2957308635441
1,0,3,20,20,1,6,0,20,10,0,0,0,0,0.12619330001399318
1,0,2,180,2350,1,6,0,180,0,1,1,1,0,0.31347518862317447
1,0,2,720,510,2,6,0,30,20,0,0,0,0,0.10629060156721257
1,0,3,950,950,2,6,0,420,150,0,0,0,0,0.10351386494160755
0,0,1,340,290,3,6,0,50,40,2,7,1,0,0.5574953638279566
1,0,1,410,250,3,6,0,40,250,1,2,1,0,0.2800358225353887
1,0,3,40,40,0,6,0,40,40,0,0,0,0,0.13392852222816143
1,0,2,0,0,0,6,0,0,0,0,0,0,1,0.13640918377568756
1,0,2,320,40,1,2,0,320,40,0,0,0,1,0.12153280675252699
0,0,3,960,50,0,3,0,960,50,0,0,0,0,0.12361665543155545
0,0,2,1140,50,0,0,0,1140,50,0,0,0,1,0.12119516551778094
0,1,2,570,150,0,0,5,440,150,1,5,1,1,0.419821778482334
0,0,3,1160,100,0,0,0,1090,60,1,4,1,0,0.37688623543225624
0,0,1,920,50,0,0,5,850,50,0,0,0,0,0.14701318087562987
1,0,2,2650,1410,0,0,0,1370,180,0,0,0,0,0.0998519504563166
1,0,2,160,280,2,6,0,110,30,0,0,0,0,0.11674681103276073
1,0,3,190,190,2,6,0,60,0,0,0,0,1,0.11569872431295938
1,0,2,120,380,3,6,0,80,120,0,0,0,0,0.10620673710790643
1,0,2,6980,320,0,1,2,6980,320,0,0,0,0,0.12296228386413109
0,0,1,350,390,3,6,0,240,40,0,0,0,0,0.1031859461248039
1,0,1,20,50,2,6,0,20,0,1,2,1,1,0.32719299373900246
0,0,2,1270,60,0,0,2,1190,60,1,2,1,1,0.3465883321566505
0,0,3,0,0,0,6,0,0,0,1,1,1,1,0.32197243774180423
1,0,1,2220,170,0,0,0,1970,90,1,12,1,1,0.60453237573017
0,0,3,1080,110,0,0,0,910,110,1,12,1,0,0.5920176881752416
1,0,1,1430,120,0,0,0,1090,90,0,0,0,0,0.12013308242795358
0,0,2,2160,90,0,0,6,1270,0,1,6,1,1,0.4704303414445638
0,0,3,0,0,0,6,0,0,0,0,0,0,0,0.1294638913657178
0,0,3,2950,310,0,1,0,2160,310,0,0,0,0,0.09918240137084318
0,0,3,650,630,2,6,0,650,630,0,0,0,0,0.09305205222618429
0,0,3,4680,330,0,0,6,4590,170,0,0,0,0,0.14154664876176126
0,0,0,290,290,3,6,0,160,10,0,0,0,0,0.10462337460276615
1,0,3,4990,280,0,0,6,4660,220,1,11,1,0,0.6196174358104227
1,0,1,30,30,1,6,0,10,10,0,0,0,0,0.12750850986720774
1,0,0,490,120,0,4,0,280,90,0,0,0,0,0.12819636989265934
1,0,2,1550,70,0,0,6,1550,70,0,0,0,0,0.15860740576836607
0,0,2,610,610,3,6,0,320,70,0,0,0,0,0.09864560581231879
1,0,2,630,60,0,0,0,520,60,1,7,1,1,0.47392771825597074
1,0,2,470,40,0,6,0,350,40,0,0,0,0,0.13219984886317004
0,0,2,170,170,3,6,0,70,20,0,0,0,0,0.1035299891884029
1,0,3,220,150,1,2,0,180,70,0,0,0,1,0.11900707037230294
0,0,3,6780,340,0,0,4,6330,280,0,0,0,0,0.11895976966363883
1,0,3,580,580,1,6,0,210,20,0,0,0,0,0.11850848309074183
0,0,1,1130,0,0,5,1,1130,0,0,0,0,0,0.1342391762829507
0,0,3,920,330,3,5,0,920,90,0,0,0,0,0.10067962709460979
0,0,2,640,80,0,6,0,570,80,1,8,1,1,0.5033722926723248
0,0,3,2770,2770,3,5,0,0,110,1,1,1,0,0.1803766860729609
0,0,3,240,240,2,6,0,0,240,0,0,0,0,0.10132413122776664
0,1,3,1130,0,0,5,0,1130,0,0,0,0,0,0.11343311386351354
0,0,1,70,0,0,6,0,70,0,1,28,1,1,0.9113538706792129
0,0,3,1750,310,0,0,0,1270,240,1,9,1,1,0.4834026442586542
0,0,2,20,20,1,6,0,10,0,0,0,0,0,0.1214857596948259
1,0,3,560,290,3,6,0,560,80,0,0,0,0,0.10706663567165943
0,0,3,30,70,5,6,0,0,0,1,1,1,1,0.2418696283265171
0,0,3,0,0,0,6,0,0,0,1,1,1,0,0.32197243774180423
1,0,2,5400,5400,1,4,0,270,150,0,0,0,0,0.052110290854105915
1,0,0,7240,250,0,0,4,7240,240,0,0,0,0,0.13650196504381476
0,0,2,310,90,2,6,0,310,90,0,0,0,0,0.1103407519486137
0,0,3,3470,460,0,0,0,3470,150,0,0,0,0,0.11476876417585691
1,0,2,600,840,2,6,0,540,610,0,0,0,0,0.09786694177456427
0,0,1,15870,630,0,0,6,15870,0,1,4,1,1,0.4237530646934226
0,0,2,3980,610,0,0,6,3290,120,1,5,1,1,0.4360382338518368
0,0,3,360,310,2,6,0,0,50,1,1,1,0,0.2727252112013281
1,0,2,1840,90,0,0,3,1840,90,1,2,1,0,0.3686293120750162
0,0,3,7200,240,0,0,4,7200,240,0,0,0,0,0.127888158689797
1,0,3,430,430,2,6,0,270,110,0,0,0,0,0.1112411383374657
0,0,2,4940,4860,1,1,2,3360,260,0,0,0,0,0.08696738294930123
0,0,2,1730,310,0,0,0,1310,60,0,0,0,0,0.11319772391221722
1,0,3,8470,2750,0,2,0,8470,120,0,0,0,0,0.11712965432632924
0,0,2,500,150,0,6,0,500,40,0,0,0,0,0.12828271393656668
1,0,1,860,820,2,3,2,80,270,1,2,1,0,0.2921144253300247
0,0,3,1660,310,0,6,0,1090,150,0,0,0,0,0.11292237554509824
1,0,2,100,100,1,6,0,10,10,0,0,0,0,0.1253035827056204
1,0,2,1840,220,0,4,0,1580,60,2,4,1,0,0.5347443068062429
1,0,3,11570,430,0,0,2,11570,430,0,0,0,0,0.11359362924237325
0,0,1,390,60,0,3,0,300,40,0,0,0,0,0.12453687104501171
1,0,1,2990,140,0,0,3,2990,140,0,0,0,0,0.13818190073984382
0,1,3,2530,130,0,0,4,2460,130,1,5,1,1,0.4072700079537995
0,0,2,530,50,0,6,0,440,50,0,0,0,0,0.12638767829304845
1,0,2,310,40,0,0,6,260,40,0,0,0,0,0.1601775443579296
1,0,2,340,350,3,6,0,60,50,0,0,0,1,0.10457981189180524
0,0,3,1220,150,0,0,6,1160,50,1,2,1,0,0.3879903344962356
1,0,1,1110,50,0,0,6,1030,50,1,10,1,1,0.6265341346007715
1,0,2,130,130,2,6,0,0,70,0,0,0,0,0.11426668958254291
1,0,2,2390,2140,2,5,0,1030,470,0,0,0,0,0.08176740928602377
0,0,2,3600,220,0,0,6,3570,140,0,0,0,0,0.14602336430877208
1,0,3,450,760,2,6,0,250,0,1,5,1,0,0.3923456186635857
0,0,3,4990,4990,3,4,0,1020,4990,0,0,0,0,0.011066058450336482
0,0,2,2080,90,0,0,0,1840,90,1,11,1,1,0.563196777790831
0,0,3,3820,120,0,0,0,3820,120,0,0,0,0,0.1157680180935986
1,0,2,620,70,0,6,0,620,60,0,0,0,0,0.13350307252583837
0,0,3,5760,5890,3,4,2,40,50,0,0,0,0,0.043226502234324775
0,0,2,350,350,2,6,0,90,50,0,0,0,0,0.10731710464501958
1,0,1,110,110,2,6,0,50,20,0,0,0,0,0.1178931686739718
1,0,2,8490,90,1,5,1,8490,50,0,0,0,1,0.12214560093673764
0,1,2,3010,60,0,0,3,1530,30,1,3,1,0,0.3023899195088702
1,0,2,780,40,0,6,0,710,40,0,0,0,0,0.13283991190464206
1,0,2,600,60,0,0,0,570,0,1,3,1,1,0.3716171330690305
0,0,3,2580,120,0,0,0,2320,120,1,2,1,0,0.31202219830495376
0,0,1,1350,70,0,0,2,1320,70,0,0,0,0,0.13047985313167162
1,0,2,20,20,2,6,0,10,20,1,2,1,1,0.32380159466600145
1,0,2,660,80,0,6,0,470,80,0,0,0,0,0.1292461610634332
0,0,3,0,0,0,6,0,0,0,1,1,1,1,0.32197243774180423
0,1,1,1530,150,0,0,2,1530,50,0,0,0,0,0.11717228413057006
0,1,2,0,0,0,6,0,0,0,0,0,0,0,0.11608430973975883
0,0,1,340,410,4,6,0,220,260,0,0,0,0,0.08999759961623735
0,0,1,210,210,2,6,0,0,0,1,1,1,0,0.2842721499251
0,1,3,370,310,2,6,0,70,30,1,2,1,0,0.27220872635098514
1,0,1,1610,3230,2,5,0,690,60,0,0,0,0,0.09879531924651418
1,0,1,3290,140,0,0,3,3290,120,0,0,0,0,0.13867257784437256
0,0,1,8960,680,0,0,2,8960,240,0,0,0,0,0.117951626852785
0,0,3,1000,120,0,0,6,890,110,1,2,1,0,0.38196370384413564
1,0,2,630,630,2,5,0,30,320,0,0,0,0,0.09780940684342987
1,0,2,2190,90,0,0,2,2190,90,0,0,0,0,0.1346859276583182
1,0,2,2390,110,0,0,6,2390,110,0,0,0,1,0.15596980241442848
0,1,2,370,320,1,3,0,370,30,0,0,0,1,0.10409673277771085
1,0,1,650,100,0,0,6,570,100,1,8,1,1,0.5689824211112368
1,0,2,2260,100,0,0,0,2260,100,0,0,0,0,0.12412448876861698
0,0,3,1190,1010,1,0,2,1190,60,0,0,0,0,0.12036976882981693
1,0,3,210,200,2,6,0,100,0,1,5,1,1,0.3973591067315165
1,0,3,8690,380,0,0,6,8690,290,0,0,0,0,0.14108769241460312
1,0,2,6230,240,0,0,1,6230,200,0,0,0,0,0.12198297303744776
0,0,1,2700,210,0,0,1,2640,140,1,12,1,1,0.6051158522407702
1,0,1,2330,170,0,0,6,2040,90,1,14,1,1,0.7137283959616871
0,0,3,550,70,0,0,0,380,50,0,0,0,0,0.11799751394716228
0,0,2,360,330,1,4,0,360,0,1,7,1,1,0.4600333291593857
1,0,2,4210,160,0,0,3,4210,160,0,0,0,0,0.13536396469688514
1,0,1,20,20,2,6,0,0,10,1,1,1,0,0.30144127502531143
0,0,3,700,410,2,6,0,700,320,0,0,0,0,0.1020086146127931
1,0,3,60,40,3,6,0,60,0,0,0,0,1,0.11015765810398304
1,0,2,1320,40,0,0,1,1320,40,0,0,0,0,0.13219953720211255
1,0,1,10,10,0,6,0,10,10,0,0,0,0,0.13690704541974455
0,0,3,1410,90,0,0,0,1360,90,0,0,0,0,0.11792783021028198
1,0,1,1310,60,0,0,0,1220,50,0,0,0,0,0.12600748796384065
0,0,3,1760,1530,2,5,0,470,310,0,0,0,0,0.08273421998827783
0,0,1,9630,730,0,0,6,9110,380,1,9,1,1,0.5253029804554027
0,0,1,1230,310,0,5,0,690,90,1,2,1,0,0.3200319956683503
0,0,3,1360,60,0,2,2,1340,60,0,0,0,0,0.1314778389784219
1,0,3,1580,610,0,0,0,1000,610,0,0,0,0,0.09810124541983027
1,0,2,1630,530,1,3,3,1460,110,0,0,0,1,0.1303537534396973
1,0,3,10850,380,0,0,1,5300,240,0,0,0,1,0.051133322610833004
0,1,3,560,80,0,0,6,520,80,0,0,0,0,0.1343787140044736
1,0,3,20,20,1,6,0,0,20,1,1,1,1,0.3142120305194555
0,1,2,1570,110,0,1,4,1450,60,1,2,1,0,0.3372188920853578
1,0,3,100,100,2,6,0,0,0,1,1,1,0,0.2959710912521957
1,0,3,0,0,0,6,0,0,0,0,0,0,0,0.13551401043998992
1,0,2,920,60,0,2,4,870,60,1,2,1,0,0.3858527259796896
0,0,1,600,40,0,1,2,570,40,0,0,0,0,0.13339466369674494
1,0,2,1570,310,0,0,4,1280,310,1,2,1,0,0.3519362218277654
1,0,2,700,100,0,0,0,590,30,1,7,1,0,0.4761294285890293
0,0,2,190,270,1,6,0,190,50,0,0,0,0,0.119576145767702
1,0,1,4010,180,0,0,3,3470,150,0,0,0,0,0.1269093222083357
1,0,1,790,100,0,0,4,640,100,1,9,1,0,0.5717053118945665
1,0,3,810,40,0,5,0,810,40,0,0,0,0,0.13212432566884375
1,0,3,510,120,0,6,0,510,30,0,0,0,0,0.13379745240706842
0,1,3,910,920,2,0,2,710,920,0,0,0,0,0.07537861869675738
0,0,3,1230,100,0,0,0,1100,50,1,12,1,1,0.5979787266558921
0,1,3,910,120,0,0,2,910,0,2,7,1,0,0.600568036607782
0,0,3,3940,3050,1,0,0,1360,3050,0,0,0,0,0.029342214890705653
1,0,3,720,720,3,6,0,50,10,0,0,0,0,0.09880635412513021
0,0,2,1740,80,0,0,0,1740,0,1,3,1,0,0.3584104667929784
0,0,3,9860,390,0,0,2,9800,390,1,2,1,1,0.30667160961743634
0,0,3,10900,6410,1,3,1,10900,6410,0,0,0,0,0.015025808951862974
1,0,3,4970,690,0,1,0,4970,610,0,0,0,0,0.10495141732073074
1,0,3,30,30,1,6,0,20,10,0,0,0,0,0.12599892156991602
0,0,2,620,60,0,0,6,570,50,0,0,0,0,0.15246455607908904
0,0,3,70,70,2,6,0,20,70,0,0,0,0,0.10964610547883516
0,0,3,1630,1220,2,6,0,10,50,0,0,0,0,0.08617679826557957
1,0,1,0,50,3,6,0,0,0,1,1,1,1,0.2864849602031044
1,0,3,190,200,3,6,0,30,150,0,0,0,0,0.10287422652446226
1,0,3,40,170,2,6,0,30,30,0,0,0,0,0.1168138728975571
0,0,2,1530,60,0,0,3,1500,60,1,7,1,1,0.49589406782810985
0,0,2,3420,130,0,0,4,3340,130,0,0,0,0,0.1348595389826462
1,0,2,4260,2650,0,0,3,4090,170,0,0,0,1,0.12943094176013215
1,0,1,50,50,2,6,0,20,20,0,0,0,0,0.11849543591747749
1,0,3,2170,2200,3,6,0,520,160,0,0,0,0,0.08018242814818234
0,0,2,800,210,0,6,0,330,90,1,2,1,1,0.32382893734236373
0,0,1,8000,310,0,0,0,8000,310,0,0,0,0,0.10775223312968357
0,1,2,3270,150,0,0,2,3270,150,0,0,0,0,0.1117306464389516
0,0,3,850,850,2,6,0,560,770,0,0,0,0,0.08532359470528698
0,0,3,1470,1470,3,6,0,200,190,0,0,0,0,0.08093132379269363
0,0,3,700,700,3,6,0,70,360,0,0,0,0,0.08550437182130996
